,CVE_ENT,CVE_MUN,CVE_LOC,NOM_LOC
6537,12,011,0059,Río Santiago
6538,12,011,0062,San Andrés de la Cruz
6539,12,011,0064,San Juan de las Flores
6540,12,011,0069,San Vicente de Jesús
6541,12,011,0071,El Ticui
6542,12,011,0076,Zacualpan
6543,12,011,0079,La Zuzuca
6544,12,011,0163,Colonia la Laja
6545,12,011,0170,Quinto Patio
6546,12,011,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6547,12,011,9999,Localidad no especificada
6548,12,012,0000,Ayutla de los Libres
6549,12,012,0001,Ayutla de los Libres
6550,12,012,0002,Acalmani
6551,12,012,0007,La Azozuca
6552,12,012,0014,Colotepec
6553,12,012,0016,El Cortijo
6554,12,012,0028,Ocotlán
6555,12,012,0031,Pozolapa
6556,12,012,0033,El Refugio
6557,12,012,0034,El Rincón
6558,12,012,0035,El Rosario
6559,12,012,0036,El Salto
6560,12,012,0037,San José la Hacienda
6561,12,012,0042,Tecruz
6562,12,012,0044,Los Tepetates
6563,12,012,0051,Tonalá
6564,12,012,0053,Tutepec
6565,12,012,0054,La Unión
6566,12,012,0163,Ciénega del Sauce
6567,12,012,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6568,12,012,9999,Localidad no especificada
6569,12,013,0000,Azoyú
6570,12,013,0001,Azoyú
6571,12,013,0004,Arcelia del Progreso
6572,12,013,0024,Los Chegües
6573,12,013,0029,Huehuetán
6574,12,013,0040,Maxmadi
6575,12,013,0041,Los Metates
6576,12,013,0048,San Isidro el Puente (El Puente)
6577,12,013,0049,Quetzalapa
6578,12,013,0054,Talapilla
6579,12,013,0056,Tenango
6580,12,013,0062,Zapotitlán de la Fuente (El Zapote)
6581,12,013,0075,La Pelota
6582,12,013,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6583,12,013,9999,Localidad no especificada
6584,12,014,0000,Benito Juárez
6585,12,014,0001,San Jerónimo de Juárez
6586,12,014,0003,Arenal de Álvarez (Arenal de Paco)
6587,12,014,0004,Arenal de Gómez (Primer Arenal)
6588,12,014,0005,Arenal del Centro (La Máquina)
6589,12,014,0009,Hacienda de Cabañas
6590,12,014,0010,Llano de la Puerta
6591,12,014,0011,Llano Real (El Dorado)
6592,12,014,0016,El Tomatal
6593,12,014,0018,Las Tunas
6594,12,014,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6595,12,015,0000,Buenavista de Cuéllar
6596,12,015,0001,Buenavista de Cuéllar
6597,12,015,0004,Los Amates
6598,12,015,0007,Cieneguillas
6599,12,015,0009,Coxcatlán
6600,12,015,0015,Palmillas
6601,12,015,0021,Santa Fe Tepetlapa
6602,12,015,0024,Zacapalco
6603,12,015,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6604,12,016,0000,Coahuayutla de José María Izazaga
6605,12,016,0001,Coahuayutla de Guerrero
6606,12,016,0074,El Platanillo
6607,12,016,0089,San José Anota
6608,12,016,0107,El Zopilote
6609,12,016,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6610,12,016,9999,Localidad no especificada
6611,12,017,0000,Cocula
6612,12,017,0001,Cocula
6613,12,017,0003,Apango
6614,12,017,0004,Apipilulco
6615,12,017,0005,Atlixtac
6616,12,017,0006,Atzcala
6617,12,017,0011,El Machito de las Flores
6618,12,017,0016,Puente Río San Juan
6619,12,017,0020,Tlanipatlán
6620,12,017,0021,Colonia Tomás Gómez (El Triunfo)
6621,12,017,0029,Nuevo Balsas
6622,12,017,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6623,12,018,0000,Copala
6624,12,018,0001,Copala
6625,12,018,0003,Atrixco
6626,12,018,0008,El Carrizo
6627,12,018,0017,Islaltepec (Las Parotas)
6628,12,018,0020,Ojo de Agua (Las Salinas)
6629,12,018,0023,Las Peñas
6630,12,018,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6631,12,018,9999,Localidad no especificada
6632,12,019,0000,Copalillo
6633,12,019,0001,Copalillo
6634,12,019,0005,San Francisco Oztutla
6635,12,019,0008,Tlalcozotitlán
6636,12,019,0009,Tlayahualco
6637,12,019,0010,Zicapa
6638,12,019,0019,Cascalotera
6639,12,019,0025,Hueyiatl
6640,12,019,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6641,12,020,0000,Copanatoyac
6642,12,020,0001,Copanatoyac
6643,12,020,0006,Ocotequila
6644,12,020,0007,Ocoapa
6645,12,020,0008,Oztocingo
6646,12,020,0009,Patlicha
6647,12,020,0010,Potoichán
6648,12,020,0011,Quiahuiltepec
6649,12,020,0012,San Vicente Amole
6650,12,020,0015,Tlalquetzalapa
6651,12,020,0023,El Crucero de Oztocingo
6652,12,020,0029,Santa Cruz
6653,12,020,0038,La Trinchera
6654,12,020,0063,Santa Anita
6655,12,020,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6656,12,020,9999,Localidad no especificada
6657,12,021,0000,Coyuca de Benítez
6658,12,021,0001,Coyuca de Benítez
6659,12,021,0003,Aguas Blancas
6660,12,021,0004,Agua Zarca
6661,12,021,0007,Atoyaquillo
6662,12,021,0008,Bajos del Ejido
6663,12,021,0012,El Bejuco
6664,12,021,0015,Cahuatitán
6665,12,021,0016,Carrera Larga
6666,12,021,0017,El Cayaco
6667,12,021,0019,Cerrito de Oro
6668,12,021,0022,Las Compuertas
6669,12,021,0023,El Conchero
6670,12,021,0024,Ejido Viejo
6671,12,021,0025,El Embarcadero
6672,12,021,0027,El Espinalillo
6673,12,021,0033,Las Lomas
6674,12,021,0035,Los Mogotes
6675,12,021,0037,Ocotillo
6676,12,021,0038,El Papayo
6677,12,021,0040,Platanillo
6678,12,021,0045,Pueblo Viejo
6679,12,021,0051,Tecomapa
6680,12,021,0053,San Nicolás
6681,12,021,0054,San Salvador de las Pozas
6682,12,021,0060,Tepetixtla
6683,12,021,0062,Tixtlancingo
6684,12,021,0064,Valle del Río
6685,12,021,0066,Yetla
6686,12,021,0067,El Zapote
6687,12,021,0123,Colonia Luces en el Mar
6688,12,021,0135,Colonia Lázaro Cárdenas
6689,12,021,0207,El Papayito
6690,12,021,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6691,12,021,9999,Localidad no especificada
6692,12,022,0000,Coyuca de Catalán
6693,12,022,0001,Coyuca de Catalán
6694,12,022,0003,Amuco de la Reforma
6695,12,022,0005,Anonas
6696,12,022,0007,Arroyo Grande
6697,12,022,0025,El Coco
6698,12,022,0028,Las Cruces
6699,12,022,0034,El Durazno
6700,12,022,0042,Jaripo
6701,12,022,0046,Las Juntas del Río Chiquito (Las Juntas)
6702,12,022,0060,El Naranjo
6703,12,022,0070,Parancio
6704,12,022,0072,Paso de Arena
6705,12,022,0073,Patambo
6706,12,022,0074,Piedra Parada
6707,12,022,0077,Pineda
6708,12,022,0078,Pinzán Morado
6709,12,022,0079,Placeres del Oro
6710,12,022,0091,La Quesería
6711,12,022,0095,Río Florido (Las Ánimas)
6712,12,022,0099,San José (San José la Quesería)
6713,12,022,0100,San Juan Chámacua
6714,12,022,0101,San Juan de la Cruz
6715,12,022,0106,Santa Teresa
6716,12,022,0107,Santo Domingo
6717,12,022,0111,Los Terrones
6718,12,022,0113,Las Tinajas
6719,12,022,0151,San Pedro
6720,12,022,0267,San Fernando (El Timbre)
6721,12,022,0325,El Cundancito
6722,12,022,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6723,12,023,0000,Cuajinicuilapa
6724,12,023,0001,Cuajinicuilapa
6725,12,023,0003,Barajillas (Barajilla)
6726,12,023,0018,Maldonado
6727,12,023,0022,Punta Maldonado (El Faro)
6728,12,023,0023,El Quizá
6729,12,023,0026,San Nicolás
6730,12,023,0030,El Terrero
6731,12,023,0031,Tierra Colorada
6732,12,023,0036,El Pitahayo
6733,12,023,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6734,12,023,9999,Localidad no especificada
6735,12,024,0000,Cualác
6736,12,024,0001,Cualác
6737,12,024,0005,Chiaucingo (Chapancingo)
6738,12,024,0006,San Martín Jolalpan
6739,12,024,0008,Tlalapa
6740,12,024,0012,Zootolo
6741,12,024,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6742,12,025,0000,Cuautepec
6743,12,025,0001,Cuautepec
6744,12,025,0005,Coacoyulichán
6745,12,025,0006,El Coquillo
6746,12,025,0007,San Agustín Cuilutla (Cuilutla)
6747,12,025,0008,La Dicha
6748,12,025,0011,Jalapa
6749,12,025,0015,El Llano
6750,12,025,0017,El Pabellón
6751,12,025,0021,El Salto
6752,12,025,0022,San José las Palmas (San José)
6753,12,025,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6754,12,026,0000,Cuetzala del Progreso
6755,12,026,0001,Cuetzala del Progreso
6756,12,026,0003,Apetlanca
6757,12,026,0005,Cuaxilotla
6758,12,026,0006,Chilacachapa
6759,12,026,0014,Tianquizolco
6760,12,026,0015,Tlacaquipa
6761,12,026,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6762,12,027,0000,Cutzamala de Pinzón
6763,12,027,0001,Cutzamala de Pinzón
6764,12,027,0003,Alborejo (El Borejo)
6765,12,027,0006,Arroyo Grande
6766,12,027,0009,Balderrama (Orilla de Balderrama)
6767,12,027,0014,La Cañada (La Cañada y el Pinzán)
6768,12,027,0022,Cuadrilla Nueva
6769,12,027,0027,Characo
6770,12,027,0030,La Florida
6771,12,027,0039,La Laja
6772,12,027,0052,Nuevo Galeana
6773,12,027,0062,Paso Real
6774,12,027,0076,Rincón de Tupatarillo
6775,12,027,0081,San Blas
6776,12,027,0082,San José
6777,12,027,0084,Tamácuaro
6778,12,027,0092,Tucuruato
6779,12,027,0094,Los Tules
6780,12,027,0095,Tupatarillo (Tupatario)
6781,12,027,0098,Zacapuato (Tepetates)
6782,12,027,0102,El Salitre (Sirapitiro)
6783,12,027,0222,Los Capires
6784,12,027,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6785,12,028,0000,Chilapa de Álvarez
6786,12,028,0001,Chilapa de Álvarez
6787,12,028,0002,Acalco
6788,12,028,0003,Acatlán
6789,12,028,0004,Acazacatla
6790,12,028,0005,Acuentla
6791,12,028,0006,Ahuexotitlán
6792,12,028,0008,Ahuixtla
6793,12,028,0010,Alcozacán
6794,12,028,0015,Atempa
6795,12,028,0017,Atenxoxola
6796,12,028,0018,Atzacoaloya
6797,12,028,0019,Axopilco
6798,12,028,0020,Ayahualco
6799,12,028,0022,Ayahualulco
6800,12,028,0028,Calhuaxtitlán
6801,12,028,0029,El Calvario
6802,12,028,0031,Coaquimixco
6803,12,028,0032,Coatzingo
6804,12,028,0033,Colotepec
6805,12,028,0036,Cuauhtenango
6806,12,028,0037,Cuonetzingo
6807,12,028,0039,Chautla
6808,12,028,0040,El Epazote
6809,12,028,0044,El Jagüey
6810,12,028,0047,El Limón
6811,12,028,0048,Lodo Grande
6812,12,028,0049,Macuixcatlán
6813,12,028,0052,Mexcalcingo
6814,12,028,0054,La Mohonera
6815,12,028,0055,Nejapa
6816,12,028,0056,Ocuituco
6817,12,028,0058,Pantitlán
6818,12,028,0062,La Providencia
6819,12,028,0064,El Refugio
6820,12,028,0066,San Ángel
6821,12,028,0069,Santa Ana
6822,12,028,0070,Santa Catarina
6823,12,028,0074,Teomatatlán
6824,12,028,0079,Tepozcuautla
6825,12,028,0083,El Terrero I
6826,12,028,0086,Tlacoaxtla
6827,12,028,0089,Tlalixtlahuacán
6828,12,028,0091,Tlamixtlahuacan
6829,12,028,0094,Tlaxinga (Clatzinga)
6830,12,028,0098,Trigomila
6831,12,028,0099,Vista Hermosa
6832,12,028,0102,Xochitempa
6833,12,028,0103,Xolotepec
6834,12,028,0108,Zelocotitlán
6835,12,028,0110,Zinzintitlán
6836,12,028,0111,Zizicazapa
6837,12,028,0112,Zompeltepec
6838,12,028,0113,Zoquitipa
6839,12,028,0125,Zinantla
6840,12,028,0132,Los Magueyes
6841,12,028,0142,Tres Cruces
6842,12,028,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6843,12,028,9999,Localidad no especificada
6844,12,029,0000,Chilpancingo de los Bravo
6845,12,029,0001,Chilpancingo de los Bravo
6846,12,029,0024,Acahuizotla
6847,12,029,0026,Amojileca
6848,12,029,0028,Buena Vista de la Salud
6849,12,029,0029,Cajelitos
6850,12,029,0033,Coacoyulillo
6851,12,029,0040,Inscuinatoyac (El Pueblito)
6852,12,029,0041,Jaleaca de Catalán
6853,12,029,0042,Julián Blanco (Dos Caminos)
6854,12,029,0043,Mazatlán
6855,12,029,0044,Mohoneras
6856,12,029,0045,Ocotito
6857,12,029,0046,Palo Blanco
6858,12,029,0047,Petaquillas
6859,12,029,0049,Rincón de la Vía
6860,12,029,0051,San Cristóbal
6861,12,029,0052,San Miguel
6862,12,029,0055,San Vicente
6863,12,029,0057,Tepechicotlán
6864,12,029,0058,Tlahuizapa
6865,12,029,0146,Tierras Prietas
6866,12,029,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6867,12,029,9999,Localidad no especificada
6868,12,030,0000,Florencio Villarreal
6869,12,030,0001,Cruz Grande
6870,12,030,0004,Las Ánimas
6871,12,030,0008,Cuatro Bancos
6872,12,030,0010,Chautengo
6873,12,030,0015,Llano Grande
6874,12,030,0019,Pico del Monte
6875,12,030,0020,Playa Larga Vieja (Playa Larga)
6876,12,030,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6877,12,030,9999,Localidad no especificada
6878,12,031,0000,General Canuto A. Neri
6879,12,031,0001,Acapetlahuaya
6880,12,031,0014,Los Encinos
6881,12,031,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6882,12,032,0000,General Heliodoro Castillo
6883,12,032,0001,Tlacotepec
6884,12,032,0026,Chapultepec
6885,12,032,0029,Chichiltepec
6886,12,032,0037,Huerta Vieja
6887,12,032,0042,Izotepec
6888,12,032,0091,Tlacotenco
6889,12,032,0096,Verde Rico (Huerto de Verde Rico)
6890,12,032,0102,Zompantle
6891,12,032,0103,Zopilostoc
6892,12,032,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6893,12,033,0000,Huamuxtitlán
6894,12,033,0001,Huamuxtitlán
6895,12,033,0002,Conhuaxo
6896,12,033,0003,Coyahualco
6897,12,033,0004,Jilotepec
6898,12,033,0005,San Pedro Aytec
6899,12,033,0006,Santa Cruz
6900,12,033,0007,Tepetlapa
6901,12,033,0008,Tlalquetzala
6902,12,033,0009,Tlaquiltepec (San Bartolomé Tlaquiltepec)
6903,12,033,0010,San Miguel Totolapa
6904,12,033,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6905,12,034,0000,Huitzuco de los Figueroa
6906,12,034,0001,Ciudad de Huitzuco
6907,12,034,0002,Acaquila
6908,12,034,0007,Atetetla
6909,12,034,0010,Cacahuananche
6910,12,034,0018,Chaucingo
6911,12,034,0019,Escuchapa
6912,12,034,0023,Lagunillas
6913,12,034,0025,Nanche Dulce
6914,12,034,0029,Paso Morelos (Cuetlajuchi)
6915,12,034,0030,Pololcingo
6916,12,034,0032,Quetzalapa
6917,12,034,0036,San Francisco Ozomatlán
6918,12,034,0037,San Miguel de las Palmas
6919,12,034,0041,Texahualco (Teyahualco)
6920,12,034,0043,Tlapala
6921,12,034,0044,Tlaxmalac
6922,12,034,0047,Tulimán
6923,12,034,0048,Xilocintla
6924,12,034,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6925,12,034,9999,Localidad no especificada
6926,12,035,0000,Iguala de la Independencia
6927,12,035,0001,Iguala de la Independencia
6928,12,035,0006,Ceja Blanca
6929,12,035,0007,Coacoyula de Álvarez
6930,12,035,0010,Joya de Pantla
6931,12,035,0011,Metlapa
6932,12,035,0012,El Naranjo
6933,12,035,0014,Pantla de Zapotal
6934,12,035,0015,Platanillo
6935,12,035,0016,Pueblo Viejo
6936,12,035,0017,Rancho del Cura
6937,12,035,0018,Santa Teresa
6938,12,035,0020,Tepochica
6939,12,035,0023,Tuxpan
6940,12,035,0024,Zacacoyuca
6941,12,035,0142,Tonalapita del Norte (Puente González)
6942,12,035,0195,Colonia el Tomatal (Kilómetro 128)
6943,12,035,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6944,12,036,0000,Igualapa
6945,12,036,0001,Igualapa
6946,12,036,0002,Acalmani
6947,12,036,0005,Chacalapa
6948,12,036,0010,San Juan de los Llanos
6949,12,036,0012,La Victoria
6950,12,036,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6951,12,037,0000,Ixcateopan de Cuauhtémoc
6952,12,037,0001,Ixcateopan de Cuauhtémoc
6953,12,037,0003,San Martín Pachivia (Pachivia)
6954,12,037,0012,Tenanguillo de las Cañas
6955,12,037,0014,Xalostoc
6956,12,037,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6957,12,038,0000,Zihuatanejo de Azueta
6958,12,038,0001,Zihuatanejo
6959,12,038,0002,Los Achotes
6960,12,038,0005,Los Almendros
6961,12,038,0012,Barrio Nuevo
6962,12,038,0013,San José Ixtapa (Barrio Viejo)
6963,12,038,0023,El Coacoyul
6964,12,038,0045,La Laja (Buenavista)
6965,12,038,0057,Pantla
6966,12,038,0077,San Miguelito
6967,12,038,0089,Vallecitos de Zaragoza
6968,12,038,0094,El Zarco
6969,12,038,0106,Barbulillas
6970,12,038,0124,Ixtapa Zihuatanejo
6971,12,038,0190,La Puerta de Ixtapa
6972,12,038,0191,El Posquelite
6973,12,038,0192,La Salitrera
6974,12,038,0206,Colonia Aeropuerto
6975,12,038,0207,Villa Hermosa (Las Pozas)
6976,12,038,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6977,12,038,9999,Localidad no especificada
6978,12,039,0000,Juan R. Escudero
6979,12,039,0001,Tierra Colorada
6980,12,039,0002,Garrapatas (Garrapata)
6981,12,039,0003,Michapa
6982,12,039,0004,Omitlán
6983,12,039,0005,La Palma
6984,12,039,0006,Palo Gordo
6985,12,039,0009,El Potrero Oriental
6986,12,039,0010,El Puente (San José del Puente)
6987,12,039,0012,El Tabacal
6988,12,039,0014,El Terrero
6989,12,039,0015,Tlayolapa
6990,12,039,0019,Plan de Lima
6991,12,039,0044,San Juan del Reparo Norte (San Juan del Reparo)
6992,12,039,0045,San Juan del Reparo Sur (San Juan del Reparo)
6993,12,039,0056,Chacalapa de Bravos
6994,12,039,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
6995,12,040,0000,Leonardo Bravo
6996,12,040,0001,Chichihualco
6997,12,040,0002,Atlixtac
6998,12,040,0004,Carrizal de Bravo
6999,12,040,0007,Corral de Piedra
7000,12,040,0013,El Naranjo
7001,12,040,0015,Puerto General Nicolás Bravo (Filo de Caballos)
7002,12,040,0017,Tepozonalco
7003,12,040,0019,Yextla
7004,12,040,0322,Campo de Aviación
7005,12,040,0327,La Felicidad de García Suazo
7006,12,040,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7007,12,041,0000,Malinaltepec
7008,12,041,0001,Malinaltepec
7009,12,041,0002,Alacatlatzala
7010,12,041,0004,Colombia de Guadalupe
7011,12,041,0006,Cuatzoquitengo
7012,12,041,0010,Mesón de Ixtláhuac
7013,12,041,0011,Monte Alegre
7014,12,041,0012,Moyotepec (Moyotepec de Juárez)
7015,12,041,0013,Ojo de Agua de Cuauhtémoc
7016,12,041,0014,Paraje Montero (Paraje Montero de Zaragoza)
7017,12,041,0016,El Potrerillo (Potrerillo del Rincón)
7018,12,041,0018,El Rincón (Santa Cruz del Rincón)
7019,12,041,0020,San Miguel el Progreso
7020,12,041,0022,Tapayoltepec
7021,12,041,0023,El Tejocote
7022,12,041,0025,Tierra Colorada
7023,12,041,0026,Tilapa
7024,12,041,0031,Laguna Seca
7025,12,041,0032,La Ciénega
7026,12,041,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7027,12,042,0000,Mártir de Cuilapan
7028,12,042,0001,Apango
7029,12,042,0003,Ahuexotitlán
7030,12,042,0006,La Esperanza
7031,12,042,0007,Hueyitlalpan
7032,12,042,0008,San Agustín Ostotipan
7033,12,042,0010,San Juan Totolcintla
7034,12,042,0011,San Marcos Oacatzingo
7035,12,042,0013,Tlamamacan
7036,12,042,0015,Tula del Río
7037,12,042,0016,Zotoltitlán
7038,12,042,0017,Xicomulco
7039,12,042,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7040,12,043,0000,Metlatónoc
7041,12,043,0001,Metlatónoc
7042,12,043,0006,Cocuilotlazala (Cocuitlazala el Viejo)
7043,12,043,0010,Chilixtlahuaca
7044,12,043,0012,Francisco I. Madero
7045,12,043,0013,Huexoapa (San Juan Huexoapa)
7046,12,043,0029,Vicente Guerrero
7047,12,043,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7048,12,043,9999,Localidad no especificada
7049,12,044,0000,Mochitlán
7050,12,044,0001,Mochitlán
7051,12,044,0004,Coatomatitlán
7052,12,044,0005,Coaxtlahuacán
7053,12,044,0006,Chacotla
7054,12,044,0010,Lagunilla
7055,12,044,0018,El Salado
7056,12,044,0019,San Miguel
7057,12,044,0022,Tlacotepec
7058,12,044,0024,Tlapacholapa
7059,12,044,0033,Monte Alegre
7060,12,044,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7061,12,045,0000,Olinalá
7062,12,045,0001,Olinalá
7063,12,045,0002,Ahuacatlán
7064,12,045,0005,La Libertad
7065,12,045,0010,San Antonio Coyahuacán
7066,12,045,0012,Tecolapa
7067,12,045,0015,Temalacatzingo
7068,12,045,0016,Tepetlacingo
7069,12,045,0022,Zacango
7070,12,045,0023,Zontecomatlán
7071,12,045,0024,Zumpango
7072,12,045,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7073,12,045,9999,Localidad no especificada
7074,12,046,0000,Ometepec
7075,12,046,0001,Ometepec
7076,12,046,0002,Acatepec
7077,12,046,0007,Cochoapa
7078,12,046,0008,Villa Hidalgo
7079,12,046,0010,Cruz de Corazón
7080,12,046,0013,El Charco de la Puerta
7081,12,046,0015,Huajintepec
7082,12,046,0016,Huixtepec
7083,12,046,0017,Las Iguanas
7084,12,046,0021,Milpillas
7085,12,046,0023,Piedra Ancha
7086,12,046,0024,Piedra Boluda
7087,12,046,0029,Santa María (Santa María Asunción)
7088,12,046,0030,La Soledad
7089,12,046,0032,Tierra Blanca
7090,12,046,0035,Zacoalpan
7091,12,046,0037,Cruz Verde II
7092,12,046,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7093,12,047,0000,Pedro Ascencio Alquisiras
7094,12,047,0001,Ixcapuzalco
7095,12,047,0038,San Pablo
7096,12,047,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7097,12,048,0000,Petatlán
7098,12,048,0001,Petatlán
7099,12,048,0015,Arroyo Seco
7100,12,048,0051,El Cayacal
7101,12,048,0068,Coyuquilla Norte
7102,12,048,0069,Coyuquilla Sur (Coyuquilla Viejo)
7103,12,048,0098,Juluchuca
7104,12,048,0114,El Mameyal
7105,12,048,0139,Palos Blancos
7106,12,048,0174,Las Salinas (Salinas el Cuajo)
7107,12,048,0178,San Jeronimito (San Jerónimo)
7108,12,048,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7109,12,049,0000,Pilcaya
7110,12,049,0001,Pilcaya
7111,12,049,0004,Cacahuamilpa
7112,12,049,0005,La Concepción (La Concha)
7113,12,049,0009,Crucero de Grutas (Grutas de Cacahuamilpa)
7114,12,049,0010,Juchimilpa
7115,12,049,0011,El Mogote
7116,12,049,0018,El Sauz
7117,12,049,0041,Llano Grande de San Miguel (Arroyo del Muerto)
7118,12,049,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7119,12,050,0000,Pungarabato
7120,12,050,0001,Ciudad Altamirano
7121,12,050,0002,La Bolsa
7122,12,050,0005,Chacamerito
7123,12,050,0006,Chacámero Grande
7124,12,050,0008,Jario y Pantoja
7125,12,050,0009,Las Juntas de Chacámero
7126,12,050,0010,Los Limones
7127,12,050,0011,Placeritos
7128,12,050,0012,Querendas
7129,12,050,0014,Santa Bárbara
7130,12,050,0015,Sinahua
7131,12,050,0016,Tanganhuato
7132,12,050,0017,Tierra Blanca
7133,12,050,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7134,12,050,9999,Localidad no especificada
7135,12,051,0000,Quechultenango
7136,12,051,0001,Quechultenango
7137,12,051,0002,Achigca
7138,12,051,0003,El Aguacate
7139,12,051,0005,Aztatepec
7140,12,051,0008,Colotlipa
7141,12,051,0013,Jocutla
7142,12,051,0017,Nanzintla
7143,12,051,0022,Ostocapa
7144,12,051,0030,San Martín
7145,12,051,0031,Santa Cruz
7146,12,051,0032,Santa Fe
7147,12,051,0036,Tlanicuilulco
7148,12,051,0037,Tolixtlahuaca
7149,12,051,0038,Tonalapa
7150,12,051,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7151,12,052,0000,San Luis Acatlán
7152,12,052,0001,San Luis Acatlán
7153,12,052,0002,Los Achotes
7154,12,052,0006,Buena Vista
7155,12,052,0007,El Carmen
7156,12,052,0008,Cuanacaxtitlán
7157,12,052,0009,Pueblo Hidalgo
7158,12,052,0010,Horcasitas (Atotonilco de Horcasitas)
7159,12,052,0012,Jolotichán
7160,12,052,0015,Miahuichán
7161,12,052,0017,Pascala del Oro
7162,12,052,0021,Poza Verde
7163,12,052,0022,Río Iguapa
7164,12,052,0025,Tlaxcalixtlahuaca
7165,12,052,0026,Yoloxóchitl
7166,12,052,0037,Tuxtepec (Cofradía)
7167,12,052,0096,Mixtecapa
7168,12,052,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7169,12,053,0000,San Marcos
7170,12,053,0001,San Marcos
7171,12,053,0004,Alto de Ventura
7172,12,053,0007,Anáhuac
7173,12,053,0010,Barranca Prieta
7174,12,053,0019,El Cocoyult (Coacoyul)
7175,12,053,0021,Las Cruces
7176,12,053,0022,El Cuco
7177,12,053,0026,Estero Verde
7178,12,053,0033,Las Lomitas de Nexpa (Las Lomitas)
7179,12,053,0035,Llano de la Puerta
7180,12,053,0036,Llano Grande
7181,12,053,0039,Las Mesas
7182,12,053,0040,Las Minas
7183,12,053,0042,Monte Alto
7184,12,053,0046,Piedra Blanca
7185,12,053,0051,Rancho Nuevo
7186,12,053,0052,Rancho Viejo
7187,12,053,0053,San José Guatemala
7188,12,053,0055,San Juan Grande
7189,12,053,0062,El Tamarindo
7190,12,053,0064,Tecomate Nanchal
7191,12,053,0067,Las Vigas
7192,12,053,0069,Yucatán de las Flores
7193,12,053,0099,Vista Alegre
7194,12,053,0147,Colonia el Cuco
7195,12,053,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7196,12,054,0000,San Miguel Totolapan
7197,12,054,0001,San Miguel Totolapan
7198,12,054,0113,El Remance
7199,12,054,0143,El Terrero
7200,12,054,0149,Valle Luz
7201,12,054,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7202,12,054,9999,Localidad no especificada
7203,12,055,0000,Taxco de Alarcón
7204,12,055,0001,Taxco de Alarcón
7205,12,055,0002,Acamixtla
7206,12,055,0005,Atzala (Atzala de la Asunción)
7207,12,055,0006,Axixintla
7208,12,055,0008,Chichila
7209,12,055,0011,El Ejido (Ejido Guerrero)
7210,12,055,0013,Huahuaxtla
7211,12,055,0014,Huajojutla (El Azul)
7212,12,055,0015,Hueymatla
7213,12,055,0017,Huixtac
7214,12,055,0018,Icatepec
7215,12,055,0019,Las Joyas del Progreso
7216,12,055,0024,Mexcaltepec
7217,12,055,0026,Paintla
7218,12,055,0027,Puente Campuzano
7219,12,055,0028,Rancho Viejo
7220,12,055,0032,San José el Potrero
7221,12,055,0033,San Juan del Monte
7222,12,055,0034,San Juan de Dios (Naranjas de Dios)
7223,12,055,0037,San Juan Unión
7224,12,055,0039,Acuitlapán
7225,12,055,0040,San Miguel Guerrero (San Miguel)
